RN:,CU:,NC:,SR:,CS:,PL:,SC:,ID:,AG:,IA:,GS:,GA:,OD:,NT:,DA:,IP:,AP:,BH:,OS:,NA:,GB:,GC:,OT:,SH:,AU:,LO:,HY:,RC:,RG:,SL:,ST:,AvgdB,MaxdB,AvgAvg,AvgMax,AvgMass,Link if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75014003,20 B23 17.33,11A,81920,1.89,Pemtek/ Kay,OTF,,,,Monodon monoceros BB2A,ANWBB2A,09-Aug-1975 BB2A | AugBB2A 1975BB2A,BB2A Click series.,6-Feb-92,,,,,3 + BB2A,"Koluktoo Bay, N. Baffin Island, Canada BB2A",N70BB2A W078BB2A,,SM,John Ford,"CD #9, 10 | Univ. of B.C., Vancouver, B.C.",4,,"Atlantic Research BC-50 hydrophone, Nagra III tape recorder, preamp. Watkins",,NSBB2A | Clicks BB2A,93.1,103.4,90.075,97.8375,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59029017,529 B47.50 19.38,11A,81920,1.212,Crown 4-ch/ K-H L0.65 H28,OTF,,,,Grampus griseus BD4A | Ship noise X,ANWBD4A ANWX,29-Jul-1959 BD4A X | JulBD4A 1959BD4A | JulX 1959X,BD4A X One long pulsed click burst + clicks in the backgrnd. Also ship noise is audible.,4-Aug-93,,,,,2 BD4A,North Atlantic BD4A X,N38BD4A W073BD4A,1006,Bear 219,WAW,"CD #1, 2 | Shiv",,,"AX58 Hydrophone, WHOI Suitcase amplifier, Magnecorder",,PUBD4A | BSX | BSBD4A | Clicks BD4A | Ship noise X,18
75014009,86 B23 13.63,11A,81920,1.89,Pemtek/ Kay,OTF,,,,Monodon monoceros BB2A,ANWBB2A,09-Aug-1975 BB2A | AugBB2A 1975BB2A,BB2A Good cut. Click series.,6-Feb-92,,,,,3 + BB2A,"Koluktoo Bay, N. Baffin Island BB2A",N70BB2A W078BB2A,,SM,John Ford,"CD #9, 10 | Univ. of B.C., Vancouver, B.C.",4,,"Atlantic Research BC-50 hydrophone, Nagra III tape recorder, preamp. Watkins",,NSBB2A SEBB2A | Clicks BB2A,90.2,97.4,90.075,97.8375,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59029016,529 B47.50 15.41,11A,81920,1.337,Crown 4-ch/ K-H L0.65 H28,OTF,,,,Grampus griseus BD4A | Ship noise X,ANWBD4A ANWX,29-Jul-1959 BD4A X | JulBD4A 1959BD4A | JulX 1959X,BD4A X One long whistle with clicks in the backgrnd. Also ship noise is audible.,4-Aug-93,,,,,2 BD4A,North Atlantic BD4A X,N38BD4A W073BD4A,1006,Bear 219,WAW,"CD #1, 2 | Shiv",,,"AX58 Hydrophone, WHOI Suitcase amplifier, Magnecorder",,FMBD4A | BSX | BSBD4A | Clicks BD4A | Whistle BD4A | Ship noise X,17
7501400G,175 B23 6.691,11A,81920,1.89,Pemtek/ Kay,OTF,,,,Monodon monoceros BB2A,ANWBB2A,09-Aug-1975 BB2A | AugBB2A 1975BB2A,BB2A Good cut. Click series.,6-Feb-92,,,,,3 + BB2A,"Koluktoo Bay, N. Baffin Island BB2A",N70BB2A W078BB2A,,SM,John Ford,"CD #9, 10 | Univ. of B.C., Vancouver, B.C.",4,,"Atlantic Research BC-50 hydrophone, Nagra III tape recorder, preamp. Watkins",,NSBB2A SEBB2A | Clicks BB2A,88.6,101.4,90.075,97.8375,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85009006,171,11A,30000,6.19,Crown/ Voice/ FD L12,OTF,,,,Grampus griseus BD4A,MEDBD4A,25-Aug-1985 BD4A | AugBD4A 1985BD4A,BD4A Good clicks; fast series.,13-Feb-92,,,,,2 + BD4A,N of Selina BD4A,N38BD4A E013BD4A,,IDA Z,WAW,"CD #9, 10 | Shiv",10 | 70,,Ithaco 602M108 hydrophones | Ithaco 450 amplifiers | WHOI/PEMTEK tape recorders,,PUBD4A BLBD4A | Clicks BD4A | Click bursts BD4A,51
7501400O,245 B23 8.681,11A,81920,1.89,Pemtek/ Kay,OTF,,,,Monodon monoceros BB2A,ANWBB2A,09-Aug-1975 BB2A | AugBB2A 1975BB2A,BB2A Click series and long moan.,6-Feb-92,,,,,3 + BB2A,"Koluktoo Bay, N. Baffin Island BB2A",N70BB2A W078BB2A,,SM,John Ford,"CD #9, 10 | Univ. of B.C., Vancouver, B.C.",4,,"Atlantic Research BC-50 hydrophone, Nagra III tape recorder, preamp. Watkins",,NLBB2A NSBB2A SEBB2A | Moan BB2A | Clicks BB2A,88.5,95.8,90.075,97.8375,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500900Q,188 B23.75 5.012,41D,81920,0.4469,Crown/ K-H H38,N,,,,Grampus griseus BD4A,MEDBD4A,25-Aug-1985 BD4A | AugBD4A 1985BD4A,BD4A Buzzy pulsed click series. Good cut.,21-Jul-93,,,,Physeter catodon BA2A,1 BD4A,SE of Ustica BD4A,N38BD4A E013BD4A,1025,IDA Z,WAW,"CD #3, 4 | Shiv",10 | 70,,Ithaco 602M108 hydrophones | Ithaco 450 amplifiers | WHOI/PEMTEK tape recorders,,PUBD4A | BSBD4A | Buzz BD4A | Clicks BD4A,63
7501400U,316 B23 11.78,11A,81920,1.89,Pemtek/ Kay,OTF,,,,Monodon monoceros BB2A,ANWBB2A,09-Aug-1975 BB2A | AugBB2A 1975BB2A,BB2A Click series and long moan.,7-Feb-92,,,,,3 + BB2A,"Koluktoo Bay, N. Baffin Island BB2A",N70BB2A W078BB2A,,SM,John Ford,"CD #9, 10 | Univ. of B.C., Vancouver, B.C.",4,,"Atlantic Research BC-50 hydrophone, Nagra III tape recorder, preamp. Watkins",,NSBB2A SEBB2A | NLBB2A | Moan BB2A | Clicks BB2A,88.5,100.8,90.075,97.8375,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700400E,138 B23.75 5.022,31D,81920,0.6125,Crown/ K-H H38,N,,,,Grampus griseus BD4A,ASEBD4A,1-Feb-1987 BD4A | FebBD4A 1987BD4A,BD4A Buzz series of pulsed clicks. H2O bckgnd. loud. Good cut.,19-Jul-93,,,,Physeter catodon BA2A,1 BD4A,"W of Lanzarote, Canary Islands BD4A",N29BD4A W014BD4A,,IDA Z,WAW,"CD #3, 4 | Shiv",6 | 96,,Ithaco 602M108 hydrophones | Ithaco 450 amplifiers | WHOI/PEMTEK tape recorders,,PUBD4A | BSBD4A | Clicks BD4A | Buzz BD4A,68
7501400W,330 B23 5.63,11A,81920,1.89,Pemtek/ Kay,OTF,,,,Monodon monoceros BB2A,ANWBB2A,09-Aug-1975 BB2A | AugBB2A 1975BB2A,BB2A Click series.,7-Feb-92,,,,,3 + BB2A,"Koluktoo Bay, N. Baffin Island BB2A",N70BB2A W078BB2A,,SM,John Ford,"CD #9, 10 | Univ. of B.C., Vancouver, B.C.",4,,"Atlantic Research BC-50 hydrophone, Nagra III tape recorder, preamp. Watkins",,NSBB2A SEBB2A | Clicks BB2A,87.8,99.4,90.075,97.8375,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67008008,,2,,,,,,,,Phoca groenlandica CC12G,ANWCC12G,4-Mar-1967 CC12G | MarCC12G 1967CC12G,"CC12G Good sounds, good speed control.",12-May-99,,,,,6 CC12G,"15 mi. W of Magdalen Is., Gulf of St. Lawrence CC12G",,,SH,WES,Shiv,,,UHER 4400 tape recorders,,NLCC12G | Grunts CC12G,1
7501400Z,356 B23 2.353,11A,81920,1.89,Pemtek/ Kay,OTF,,,,Monodon monoceros BB2A,ANWBB2A,09-Aug-1975 BB2A | AugBB2A 1975BB2A,BB2A Click series and whistle.,7-Feb-92,,,,,3 + BB2A,"Koluktoo Bay, N. Baffin Island BB2A",N70BB2A W078BB2A,,SM,John Ford,"CD #9, 10 | Univ. of B.C., Vancouver, B.C.",4,,"Atlantic Research BC-50 hydrophone, Nagra III tape recorder, preamp. Watkins",,NSBB2A SEBB2A | NLBB2A | Whistle BB2A | Clicks BB2A,88.3,99.3,90.075,97.8375,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67009002,55 B20 0.03125,11A,10240,3,Crown/ Kay,OTF,,,,Phoca groenlandica CC12G,ANWCC12G,4-Mar-1967 CC12G | MarCC12G 1967CC12G,CC12G Phoca groenlandica Two loud grunts,7-May-92,,,,,5+ CC12G,"15 mi. W of Magdalen Is., Gulf of St. Lawrence CC12G",N47CC12G W062CC12G,,IC,WES,"CD #9, 10 | Shiv",17,,UHER 4400 tape recorders | Atlantic Res. Corp. LC 32 hydrophones | WHOI amplifiers,,NLCC12G | NSCC12G | Grunts CC12G | Squawks CC12G,3
,,,,,,,,,,Eschrichtius robustus,,,,,,,,,,,,,,,,,,,,,88.5,102.1,89.78333333,102.7666667,"27,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67009003,55 B20 3.350,11A,10240,5.462,Crown/ Kay,OTF,,,,Phoca groenlandica CC12G,ANWCC12G,4-Mar-1967 CC12G | MarCC12G 1967CC12G,CC12G Phoca groenlandica Long chirp series.,7-May-92,,,,,5+ CC12G,"15 mi. W of Magdalen Is., Gulf of St. Lawrence CC12G",N47CC12G W062CC12G,,IC,WES,"CD #9, 10 | Shiv",17,,UHER 4400 tape recorders | Atlantic Res. Corp. LC 32 hydrophones | WHOI amplifiers,,NSCC12G | NLCC12G | Chirps CC12G,4
,,,,,,,,,,Eschrichtius robustus,,,,,,,,,,,,,,,,,,,,,86.3,97.2,89.7833333,102.766667,"27,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700900L,144 B20 9.018,11A,10240,6.688,Crown/ Kay,OTF,,,,Phoca groenlandica CC12G,ANWCC12G,4-Mar-1967 CC12G | MarCC12G 1967CC12G,CC12G Phoca groenlandica Good series of barks.,7-May-92,,,,,5+ CC12G,"15 mi. W of Magdalen Is., Gulf of St. Lawrence CC12G",N47CC12G W062CC12G,,IC,WES,"CD #9, 10 | Shiv",17,,UHER 4400 tape recorders | Atlantic Res. Corp. LC 32 hydrophones | WHOI amplifiers,,NSCC12G | NLCC12G | Barks CC12G | Grunts CC12G,22
,,,,,,,,,,Eschrichtius robustus,,,,,,,,,,,,,,,,,,,,,94.8,106.1,89.7833333,102.766667,"27,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700900S,279 B20 4.369,11A,10240,5.662,Crown/ Kay,OTF,,,,Phoca groenlandica CC12G,ANWCC12G,4-Mar-1967 CC12G | MarCC12G 1967CC12G,"CC12G Phoca groenlandica Good series of grunts, barks and squawks.",7-May-92,,,,,5+ CC12G,"15 mi. W of Magdalen Is., Gulf of St. Lawrence CC12G",N47CC12G W062CC12G,,IC,WES,"CD #9, 10 | Shiv",17,,UHER 4400 tape recorders | Atlantic Res. Corp. LC 32 hydrophones | WHOI amplifiers,,NLCC12G | NSCC12G | Grunts CC12G | Barks CC12G,28
,,,,,,,,,,Eschrichtius robustus,,,,,,,,,,,,,,,,,,,,,90.3,104.4,89.7833333,102.766667,"27,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55113001,0 B11:48.853 1:03.783,11A,14900,38.383,Crown 2Ch/K-H H5.0,OTF,,,,Megaptera novaeangliae AC2A,ASWAC2A,30-Apr-1953 AC2A | AprAC2A 1953AC2A,AC2A N32' 22 W064' 38 Calls; pulsed calls. Reverberation present. Copy of original SOFAR recordings.,7-Dec-94,,,,,2,"St. David's Island, Bermuda AC2A",N32AC2A W064AC2A,,Platform,Frank Watlington,"CD #5, 6 | SHIV",,,,,BLAC2A | FMAC2A | NLAC2A | NSAC2A | PUAC2A | Calls AC2A | Pulsed calls AC2A,1
,,,,,,,,,,Eschrichtius robustus,,,,,,,,,,,,,,,,,,,,,91.1,101,89.7833333,102.766667,"27,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55113007,0 B11:48.853 2:26.231,11A,14900,27.432,Crown 2Ch/K-H H5.0,OTF,,,,Megaptera novaeangliae AC2A,ASWAC2A,Mar-1951 AC2A | MarAC2A 1951AC2A,AC2A N32' 22 W064' 38 Calls. Reverberation present. Copy of original SOFAR recordings.,7-Dec-94,,,,,2+,"St. David's Island, Bermuda AC2A",N32AC2A W064AC2A,,Platform,Frank Watlington,"CD #5, 6 | SHIV",,,,,NLAC2A | NSAC2A | Calls AC2A,5
,,,,,,,,,,Eschrichtius robustus,,,,,,,,,,,,,,,,,,,,,87.7,105.8,89.7833333,102.766667,"27,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63019018,0 B35:00.00 4:35.642,11A,14900,02:36.1,Pemtek 4Ch/K-H H5.0,OTF,,,,Megaptera novaeangliae AC2A,ASWAC2A,26-Mar-1963 AC2A | MarAC2A 1963AC2A,AC2A Song calls. Reverberation present. Taken from cut 63019016. Great tape.,21-Nov-94,,,,,1,"Argus Island, Bermuda AC2A",N32AC2A W064AC2A,,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",,Platform,Ampex PC-TO,,FMAC2A | NLAC2A | NSAC2A | Song calls AC2A,28
9101200I,572 B23.75 13.49,41D,81920,1.891,Crown/ Kay,OTF,,,,Peponocephala electra BD10A,ASWBD10A,27-Oct-1991 BD10A | 1991BD10A OctBD10A,BD10A So-so signal-noise. Pulsed clicks and a whistle. Good cut.,13-Oct-92,,,,,2+ BD10A,"3-4 mi. off Roseau, Dominica BD10A",N15BD10A W061BD10A,1138 - 1230 BD10A,Abel-J,WAW,"CD #9, 10 | Shiv","10, 10, 10, 100",Silent ship; inverter working,"Ithaco 602M108 hydrophones, Ithaco 451 amplifiers, WHOI/Pemtek tape recorder",,BSBD10A | PUBD10A | NLBD10A | Whistle BD10A | Clicks BD10A,89.7,97.1,84.78,93.64,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6301901A,0 B35:00.00 7:38.386,11A,14900,02:02.9,Pemtek 4Ch/K-H H5.0,OTF,,,,Megaptera novaeangliae AC2A,ASWAC2A,26-Mar-1963 AC2A | MarAC2A 1963AC2A,AC2A Song calls. Reverberation present. Taken from cut 63019016. Great tape.,21-Nov-94,,,,,1,"Argus Island, Bermuda AC2A",N32AC2A W064AC2A,,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",,Platform,Ampex PC-TO,,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls AC2A,30
9101202B,1015 B23.75 3.375,41C,81920,1.809,Crown/ Kay,OTF,,,,Peponocephala electra BD10A | Ship noise X,ASWBD10A ASWX,27-Oct-1991 BD10A X | 1991BD10A OctBD10A | 1991X OctX,BD10A X 1 long pulsed click burst; ship noise. Good cut.,4-Nov-92,,,,,1 BD10A,"3-4 mi. off Roseau, Dominica BD10A X",N15BD10A W061BD10A | N15X W061X,1138 - 1230 BD10A X,Abel-J,WAW,"CD #9, 10 | Shiv","10, 10, 10, 100",Silent ship | inverter working,"Ithaco 602M108 hydrophones, Ithaco 451 amplifiers, WHOI/Pemtek tape recorder",,BSBD10A | PUBD10A | BSX | Pulsed clicks BD10A | Clang X,85.3,93,84.78,93.64,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92201001,0 B26:08.300 0:12.874,11A,14900,29.592,Sharp Stereo Cassette Deck RT-1010,OTF,,,,Megaptera novaeangliae AC2A,ANWAC2A,14-Feb-1992 | FebAC2A 1992AC2A,AC2A Calls; pulsed calls.,29-Dec-94,,,,,2 AC2A,"1-1.5 miles North of Tortola, British Virgin Islands AC2A",N18AC2A W064AC2A,0645-0710 AC2A,SM,Paul A. Knapp Jr.,"CD#7, 8 | SHIV",15,,TEAC DA-P20 Digital Recorder,,FMAC2A | NLAC2A | PUAC2A | Calls AC2A | Pulsed calls AC2A,49
9101202C,1041 B23.75 2.828,41C,81920,0.84,Crown/ Kay,N,,,,Peponocephala electra BD10A,ASWBD10A,27-Oct-1991 BD10A | 1991BD10A OctBD10A,BD10A 1 long pulsed click burst. Good cut.,9-Nov-92,,,,,1 BD10A,"3-4 mi. off Roseau, Dominica BD10A",N15BD10A W061BD10A,1138 - 1230 BD10A,Abel-J,WAW,"CD #9, 10 | Shiv","10, 10, 10, 100",Silent ship | inverter working,"Ithaco 602M108 hydrophones, Ithaco 451 amplifiers, WHOI/Pemtek tape recorder",,BSBD10A | PUBD10A | Pulsed clicks BD10A,88.4,94.1,84.78,93.64,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60026005,129,11A,40960,3,Crown/Kay,OF,,,,Orcinus orca BE7A,ANWBE7A,21-Dec-1960 BE7A | DecBE7A 1960BE7A,"BE7A Two calls. Reverberation present. Night recording, no animals seen. Good cut.",3-Aug-94,,,,,1 BE7A,"80 mi. south of Martha's Vineyard, Massachusetts BE7A",N71BE7A W040BE7A,,Patricia B.,WAW,"CD #9, 10 | SHIV",6,Flat,AX-58 hydrophone | Magnecorder | WHOI Suitcase amplifier,,NLBE7A | Calls BE7A,5
9101203D,572 B23.75 13.49,41D,81920,0.899,Crown/ Kay,N,,,,Peponocephala electra BD10A,ASWBD10A,27-Oct-1991 BD10A | 1991BD10A OctBD10A,BD10A So-so signal-noise. Pulsed click burst excised from RN 9101203D. Good cut.,9-Nov-92,,,,,1 BD10A,"3-4 mi. off Roseau, Dominica BD10A",N15BD10A W061BD10A,1138 - 1230 BD10A,Abel-J,WAW,"CD #9, 10 | Shiv","10, 10, 10, 100",Silent ship; inverter working,"Ithaco 602M108 hydrophones, Ithaco 451 amplifiers, WHOI/Pemtek tape recorder",,BSBD10A | PUBD10A | Clicks BD10A,85.5,94.9,84.78,93.64,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101204C,965 B23.75 14.55,41C,81920,0.304,Crown/ Kay,OTF,,,,Peponocephala electra BD10A | Water noise X,ASWBD10A ASWX,27-Oct-1991 BD10A X | 1991BD10A OctBD10A | 1991X OctX,"BD10A X 3 pulsed click bursts, clicks; water noise. Good cut. Cut made from RN 91012028 and cropped for use in Accustat.",11-Aug-02,,,,,1 BD10A,"3-4 mi. off Roseau, Dominica BD10A X",N15BD10A W061BD10A | N15X W061X,1138 - 1230 BD10A X,Abel-J,WAW,"CD #9, 10 | Shiv | Ready for Accustat CD","10, 10, 10, 100",Silent ship | inverter working,"Ithaco 602M108 hydrophones, Ithaco 451 amplifiers, WHOI/Pemtek tape recorder",,BSBD10A | PUBD10A | BLX | Pulsed clicks BD10A | Splashing X,75,89.1,84.78,93.64,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
